player_name,game_date,events,pitch_type,release_speed,launch_speed,launch_angle,is_hard_hit,is_barrel,woba_value,woba_denom,xwoba_event_value,estimated_ba_using_speedangle,estimated_slg_using_speedangle
Elly De La Cruz,2024-04-03,double,CU,80.4,109.1,19.0,1.0,1.0,1.25,1.0,1.221434782608696,0.715,2.277
Elly De La Cruz,2024-04-03,strikeout,FF,93.6,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-03,field_out,FF,93.1,90.3,-8.0,0.0,0.0,0.0,1.0,0.224,0.243,0.289
Elly De La Cruz,2024-04-03,strikeout,FF,94.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-05,strikeout,ST,80.8,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-05,strikeout,CU,77.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-05,double,FF,89.7,90.6,-6.0,0.0,0.0,1.25,1.0,0.249,0.27,0.374
Elly De La Cruz,2024-04-05,field_out,SI,89.2,64.7,-43.0,0.0,0.0,0.0,1.0,0.274,0.227,0.234
Elly De La Cruz,2024-04-06,walk,FF,95.2,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-06,field_error,FC,96.1,94.1,-15.0,0.0,0.0,0.9,1.0,0.205,0.227,0.254
Elly De La Cruz,2024-04-06,single,FF,94.4,61.5,-43.0,0.0,0.0,0.9,1.0,0.285,0.234,0.241
Elly De La Cruz,2024-04-06,strikeout,FC,90.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-07,strikeout,ST,80.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-07,hit_by_pitch,ST,78.7,,,,,0.7,1.0,0.720192,,
Elly De La Cruz,2024-04-07,walk,SI,93.1,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-07,strikeout,SI,92.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-08,home_run,FF,92.2,86.5,21.0,0.0,0.0,2.0,1.0,0.405,0.403,0.529
Elly De La Cruz,2024-04-08,home_run,SI,93.6,112.3,28.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0
Elly De La Cruz,2024-04-08,field_error,SI,94.4,74.5,-42.0,0.0,0.0,0.9,1.0,0.146,0.129,0.136
Elly De La Cruz,2024-04-08,single,SI,94.5,99.5,-4.0,1.0,0.0,0.9,1.0,0.48,0.319,0.403
Elly De La Cruz,2024-04-09,field_out,SL,86.7,80.1,49.0,0.0,0.0,0.0,1.0,0.062,0.05,0.085
Elly De La Cruz,2024-04-09,field_out,SI,98.6,100.7,-6.0,1.0,0.0,0.0,1.0,0.36,0.4,0.407
Elly De La Cruz,2024-04-09,double,SL,85.6,95.3,0.0,1.0,0.0,1.25,1.0,0.39,0.433,0.501
Elly De La Cruz,2024-04-09,field_error,CU,83.3,108.0,-19.0,1.0,0.0,0.9,1.0,0.223,0.192,0.199
Elly De La Cruz,2024-04-10,home_run,SI,93.4,110.4,21.0,1.0,1.0,2.0,1.0,1.6318275862068965,0.874,3.137
Elly De La Cruz,2024-04-10,field_out,FF,90.5,91.1,-27.0,0.0,0.0,0.0,1.0,0.078,0.087,0.094
Elly De La Cruz,2024-04-10,single,FC,89.7,102.5,7.0,1.0,0.0,0.9,1.0,0.616,0.668,0.746
Elly De La Cruz,2024-04-12,home_run,CH,80.5,110.8,27.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0
Elly De La Cruz,2024-04-12,field_out,FF,91.5,104.3,19.0,1.0,0.0,0.0,1.0,0.6289230769230768,0.409,1.136
Elly De La Cruz,2024-04-12,field_out,FF,95.8,63.2,-2.0,0.0,0.0,0.0,1.0,0.133,0.119,0.146
Elly De La Cruz,2024-04-12,walk,FF,91.1,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-12,single,FF,89.6,66.4,35.0,0.0,0.0,0.9,1.0,0.758,0.787,0.897
Elly De La Cruz,2024-04-13,walk,FF,99.4,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-13,field_out,FF,94.6,89.3,46.0,0.0,0.0,0.0,1.0,0.0,0.001,0.001
Elly De La Cruz,2024-04-13,strikeout,ST,82.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-13,strikeout,FC,90.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-14,field_out,FF,95.7,99.1,30.0,1.0,1.0,0.0,1.0,0.8794666666666667,0.445,1.708
Elly De La Cruz,2024-04-14,field_out,CH,81.2,78.0,2.0,0.0,0.0,0.0,1.0,0.222,0.247,0.293
Elly De La Cruz,2024-04-14,strikeout,FF,93.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-14,field_out,SI,93.6,99.9,3.0,1.0,0.0,0.0,1.0,0.477,0.513,0.578
Elly De La Cruz,2024-04-14,strikeout,SV,81.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-15,field_out,FF,95.7,85.8,79.0,0.0,0.0,0.0,1.0,0.008,0.005,0.012
Elly De La Cruz,2024-04-15,field_out,FF,96.6,104.7,0.0,1.0,0.0,0.0,1.0,0.458,0.497,0.548
Elly De La Cruz,2024-04-15,field_out,SL,80.1,90.5,-8.0,0.0,0.0,0.0,1.0,0.208,0.227,0.273
Elly De La Cruz,2024-04-15,strikeout,CH,86.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-16,walk,FF,97.3,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-16,strikeout_double_play,SL,86.6,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-16,single,SL,84.4,105.5,1.0,1.0,0.0,0.9,1.0,0.495,0.529,0.589
Elly De La Cruz,2024-04-16,walk,SL,87.2,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-17,strikeout,SL,83.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-17,home_run,SL,88.0,103.8,25.0,1.0,1.0,2.0,1.0,1.4257540983606556,0.743,2.762
Elly De La Cruz,2024-04-17,strikeout,FF,95.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-19,home_run,FF,95.1,104.3,25.0,1.0,1.0,2.0,1.0,1.4257540983606556,0.743,2.762
Elly De La Cruz,2024-04-19,single,FF,90.3,89.5,-31.0,0.0,0.0,0.9,1.0,0.063,0.07,0.077
Elly De La Cruz,2024-04-19,force_out,CH,79.4,74.2,-11.0,0.0,0.0,0.0,1.0,0.067,0.067,0.074
Elly De La Cruz,2024-04-19,field_out,CH,78.6,63.5,-7.0,0.0,0.0,0.0,1.0,0.093,0.103,0.13
Elly De La Cruz,2024-04-20,walk,FC,84.6,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-20,walk,CH,83.3,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-20,walk,FF,93.1,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-20,walk,CH,83.8,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-21,strikeout,FS,94.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-21,single,FF,96.8,92.2,19.0,0.0,0.0,0.9,1.0,0.37,0.389,0.503
Elly De La Cruz,2024-04-21,walk,FF,99.5,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-21,single,FF,99.2,92.9,-10.0,0.0,0.0,0.9,1.0,0.243,0.263,0.309
Elly De La Cruz,2024-04-22,strikeout,SL,85.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-22,strikeout,CH,80.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-22,force_out,CH,80.1,83.6,5.0,0.0,0.0,0.0,1.0,0.371,0.406,0.474
Elly De La Cruz,2024-04-23,field_out,SL,82.7,75.3,33.0,0.0,0.0,0.0,1.0,0.22,0.237,0.279
Elly De La Cruz,2024-04-23,home_run,FF,95.6,109.9,33.0,1.0,1.0,2.0,1.0,1.881,0.927,3.702
Elly De La Cruz,2024-04-23,strikeout,SI,94.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-23,walk,CH,85.5,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-24,strikeout,CU,81.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-24,single,ST,83.6,107.3,12.0,1.0,0.0,0.9,1.0,0.935,0.921,1.241
Elly De La Cruz,2024-04-24,single,SI,98.0,104.7,14.0,1.0,0.0,0.9,1.0,0.795,0.747,1.102
Elly De La Cruz,2024-04-24,double,FF,91.6,108.7,17.0,1.0,1.0,1.25,1.0,0.7198,0.485,1.286
Elly De La Cruz,2024-04-24,strikeout,FF,92.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-25,field_out,FF,95.1,86.9,-4.0,0.0,0.0,0.0,1.0,0.225,0.221,0.228
Elly De La Cruz,2024-04-25,walk,ST,86.1,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-25,walk,FS,85.9,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-25,grounded_into_double_play,FF,94.4,102.8,-6.0,1.0,0.0,0.0,1.0,0.385,0.421,0.448
Elly De La Cruz,2024-04-26,walk,FF,95.1,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-26,field_out,FF,94.4,100.5,-4.0,1.0,0.0,0.0,1.0,0.379,0.418,0.464
Elly De La Cruz,2024-04-26,strikeout,FS,89.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-26,walk,FF,95.2,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-04-27,field_out,FF,94.3,90.0,38.0,0.0,0.0,0.0,1.0,0.008,0.008,0.017
Elly De La Cruz,2024-04-27,strikeout,SL,86.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-27,strikeout,CH,85.8,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-27,strikeout,SI,94.8,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-27,field_out,FF,96.4,110.8,7.0,1.0,0.0,0.0,1.0,0.725,0.75,0.913
Elly De La Cruz,2024-04-28,field_out,CH,86.6,9.4,20.0,0.0,0.0,0.0,1.0,0.307,0.34,0.347
Elly De La Cruz,2024-04-28,single,FF,95.5,112.0,10.0,1.0,0.0,0.9,1.0,0.918,0.884,1.218
Elly De La Cruz,2024-04-28,field_out,SI,91.8,111.0,15.0,1.0,1.0,0.0,1.0,0.756,0.671,1.16
Elly De La Cruz,2024-04-28,field_out,CH,86.5,93.6,10.0,0.0,0.0,0.0,1.0,0.613,0.682,0.716
Elly De La Cruz,2024-04-29,home_run,SI,91.4,113.4,24.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0
Elly De La Cruz,2024-04-29,field_out,FF,96.0,67.8,26.0,0.0,0.0,0.0,1.0,0.909,0.971,1.052
Elly De La Cruz,2024-04-29,field_out,KN,75.3,92.1,39.0,0.0,0.0,0.0,1.0,0.029,0.021,0.057
Elly De La Cruz,2024-04-29,strikeout,KN,82.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-04-30,field_out,SL,88.5,91.6,-16.0,0.0,0.0,0.0,1.0,0.144,0.16,0.167
Elly De La Cruz,2024-04-30,field_out,FS,86.1,95.6,17.0,1.0,0.0,0.0,1.0,0.509,0.518,0.697
Elly De La Cruz,2024-04-30,single,FF,98.3,110.7,10.0,1.0,0.0,0.9,1.0,0.932,0.903,1.225
Elly De La Cruz,2024-04-30,strikeout,FS,86.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-01,hit_by_pitch,SL,89.7,,,,,0.7,1.0,0.720192,,
Elly De La Cruz,2024-05-01,strikeout,CU,82.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-01,double,FC,89.8,99.4,-3.0,1.0,0.0,1.25,1.0,0.344,0.379,0.386
Elly De La Cruz,2024-05-01,strikeout,CH,89.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-03,single,SV,78.6,75.2,21.0,0.0,0.0,0.9,1.0,0.906,0.982,1.061
Elly De La Cruz,2024-05-03,strikeout,FF,94.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-03,field_out,CH,84.7,98.1,40.0,1.0,0.0,0.0,1.0,0.343,0.174,0.679
Elly De La Cruz,2024-05-03,double,SV,75.6,92.5,21.0,0.0,0.0,1.25,1.0,0.229,0.213,0.356
Elly De La Cruz,2024-05-04,strikeout,CH,84.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-04,strikeout,KC,86.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-04,field_out,SL,85.5,79.3,70.0,0.0,0.0,0.0,1.0,0.007,0.005,0.009
Elly De La Cruz,2024-05-04,strikeout,SL,87.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-05,strikeout,SI,93.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-05,walk,FF,96.5,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-05,strikeout,FF,94.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-05,field_out,FF,94.8,98.3,22.0,1.0,0.0,0.0,1.0,0.489,0.295,0.895
Elly De La Cruz,2024-05-07,field_out,FF,93.3,89.4,40.0,0.0,0.0,0.0,1.0,0.01,0.008,0.019
Elly De La Cruz,2024-05-07,field_out,SI,88.8,79.9,-20.0,0.0,0.0,0.0,1.0,0.07,0.075,0.082
Elly De La Cruz,2024-05-07,strikeout,FF,93.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-07,field_out,SL,85.7,88.3,7.0,0.0,0.0,0.0,1.0,0.492,0.518,0.602
Elly De La Cruz,2024-05-08,strikeout,FF,90.8,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-08,grounded_into_double_play,CU,78.0,99.9,-4.0,1.0,0.0,0.0,1.0,0.334,0.371,0.378
Elly De La Cruz,2024-05-08,strikeout,FF,93.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-08,force_out,CH,83.2,69.3,-40.0,0.0,0.0,0.0,1.0,0.16,0.146,0.153
Elly De La Cruz,2024-05-09,single,FF,94.7,94.9,-16.0,0.0,0.0,0.9,1.0,0.227,0.186,0.232
Elly De La Cruz,2024-05-09,walk,FF,93.6,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-09,field_out,FF,93.0,99.1,4.0,1.0,0.0,0.0,1.0,0.47,0.505,0.574
Elly De La Cruz,2024-05-09,single,ST,82.3,95.7,-4.0,1.0,0.0,0.9,1.0,0.34,0.371,0.378
Elly De La Cruz,2024-05-10,single,SI,93.6,105.3,9.0,1.0,0.0,0.9,1.0,0.75,0.784,0.932
Elly De La Cruz,2024-05-10,single,CH,87.2,101.5,9.0,1.0,0.0,0.9,1.0,0.687,0.708,0.852
Elly De La Cruz,2024-05-10,strikeout,CH,89.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-10,grounded_into_double_play,SI,92.9,105.8,-2.0,1.0,0.0,0.0,1.0,0.423,0.463,0.496
Elly De La Cruz,2024-05-11,field_out,FF,91.7,92.8,-12.0,0.0,0.0,0.0,1.0,0.184,0.189,0.196
Elly De La Cruz,2024-05-11,hit_by_pitch,ST,78.4,,,,,0.7,1.0,0.720192,,
Elly De La Cruz,2024-05-11,field_out,CH,83.9,78.1,25.0,0.0,0.0,0.0,1.0,0.499,0.532,0.609
Elly De La Cruz,2024-05-11,home_run,FF,92.1,107.5,36.0,1.0,1.0,2.0,1.0,1.5334210526315786,0.754,3.011
Elly De La Cruz,2024-05-12,walk,SV,81.8,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-12,strikeout,FF,95.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-12,field_out,SV,80.9,88.2,-13.0,0.0,0.0,0.0,1.0,0.124,0.116,0.184
Elly De La Cruz,2024-05-12,strikeout,FC,101.7,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-12,field_out,FF,92.0,95.1,52.0,1.0,0.0,0.0,1.0,0.006,0.005,0.008
Elly De La Cruz,2024-05-12,field_out,FC,92.5,80.8,38.0,0.0,0.0,0.0,1.0,0.007,0.008,0.009
Elly De La Cruz,2024-05-13,strikeout,FF,93.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-13,strikeout,FS,90.6,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-13,single,SI,89.8,101.8,12.0,1.0,0.0,0.9,1.0,0.915,0.932,1.173
Elly De La Cruz,2024-05-13,walk,SI,91.2,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-13,strikeout,CU,79.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-14,field_out,CU,79.9,94.1,24.0,0.0,0.0,0.0,1.0,0.211,0.163,0.33
Elly De La Cruz,2024-05-14,field_out,FC,87.2,61.1,1.0,0.0,0.0,0.0,1.0,0.142,0.15,0.157
Elly De La Cruz,2024-05-14,strikeout,FF,95.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-14,single,FC,86.6,77.7,8.0,0.0,0.0,0.9,1.0,0.344,0.353,0.414
Elly De La Cruz,2024-05-14,field_out,FF,93.9,98.5,43.0,1.0,0.0,0.0,1.0,0.107,0.055,0.196
Elly De La Cruz,2024-05-15,field_out,SI,91.7,100.7,-14.0,1.0,0.0,0.0,1.0,0.252,0.27,0.277
Elly De La Cruz,2024-05-16,walk,SL,88.5,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-16,double,CU,83.6,96.8,20.0,1.0,0.0,1.25,1.0,0.365,0.297,0.567
Elly De La Cruz,2024-05-16,single,FF,96.1,100.5,-9.0,1.0,0.0,0.9,1.0,0.313,0.303,0.31
Elly De La Cruz,2024-05-16,single,CH,78.7,91.5,9.0,0.0,0.0,0.9,1.0,0.542,0.587,0.653
Elly De La Cruz,2024-05-16,single,SI,86.8,98.4,-23.0,1.0,0.0,0.9,1.0,0.19,0.143,0.15
Elly De La Cruz,2024-05-17,field_out,FF,92.6,83.1,36.0,0.0,0.0,0.0,1.0,0.02,0.016,0.032
Elly De La Cruz,2024-05-17,strikeout,ST,83.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-17,field_out,KC,80.7,74.4,-27.0,0.0,0.0,0.0,1.0,0.07,0.055,0.062
Elly De La Cruz,2024-05-17,strikeout,KC,82.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-18,field_out,FC,92.8,86.0,26.0,0.0,0.0,0.0,1.0,0.093,0.089,0.144
Elly De La Cruz,2024-05-18,field_out,FF,92.1,95.8,-2.0,1.0,0.0,0.0,1.0,0.379,0.409,0.436
Elly De La Cruz,2024-05-18,strikeout,KC,77.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-18,strikeout,KC,78.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-19,field_out,SL,85.6,78.1,-21.0,0.0,0.0,0.0,1.0,0.088,0.062,0.069
Elly De La Cruz,2024-05-19,strikeout,ST,84.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-19,strikeout,FF,88.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-19,strikeout,SL,84.7,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-19,strikeout,SL,85.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-21,single,FC,90.6,77.7,-9.0,0.0,0.0,0.9,1.0,0.096,0.075,0.082
Elly De La Cruz,2024-05-21,field_out,FS,87.8,101.1,-21.0,1.0,0.0,0.0,1.0,0.209,0.23,0.237
Elly De La Cruz,2024-05-21,field_out,KN,84.5,62.6,-19.0,0.0,0.0,0.0,1.0,0.069,0.07,0.077
Elly De La Cruz,2024-05-21,double,CH,87.7,86.7,7.0,0.0,0.0,1.25,1.0,0.479,0.503,0.587
Elly De La Cruz,2024-05-22,field_out,CH,87.2,79.1,-7.0,0.0,0.0,0.0,1.0,0.104,0.109,0.116
Elly De La Cruz,2024-05-22,field_out,CH,89.8,78.9,32.0,0.0,0.0,0.0,1.0,0.05,0.055,0.073
Elly De La Cruz,2024-05-22,field_out,CH,88.2,82.0,-8.0,0.0,0.0,0.0,1.0,0.151,0.163,0.19
Elly De La Cruz,2024-05-22,field_out,CH,86.2,89.0,45.0,0.0,0.0,0.0,1.0,0.0,0.001,0.001
Elly De La Cruz,2024-05-23,strikeout,KN,79.7,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-23,double,ST,80.6,81.1,32.0,0.0,0.0,1.25,1.0,0.026,0.029,0.039
Elly De La Cruz,2024-05-23,strikeout,FF,91.6,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-23,strikeout,FF,98.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-23,strikeout,ST,82.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-24,walk,FF,91.8,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-24,field_out,FF,93.8,104.8,39.0,1.0,1.0,0.0,1.0,0.987,0.49,1.934
Elly De La Cruz,2024-05-24,strikeout,FF,94.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-24,field_out,FF,95.5,106.7,-35.0,1.0,0.0,0.0,1.0,0.139,0.15,0.157
Elly De La Cruz,2024-05-25,grounded_into_double_play,FC,93.2,59.0,-22.0,0.0,0.0,0.0,1.0,0.063,0.07,0.077
Elly De La Cruz,2024-05-25,walk,CH,79.0,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-25,strikeout,KC,79.0,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-25,single,FF,95.2,103.2,6.0,1.0,0.0,0.9,1.0,0.613,0.653,0.741
Elly De La Cruz,2024-05-26,strikeout,CU,79.8,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-26,strikeout,FF,96.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-26,walk,FF,96.0,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-26,field_out,FC,90.2,83.3,-28.0,0.0,0.0,0.0,1.0,0.061,0.062,0.069
Elly De La Cruz,2024-05-27,strikeout,FC,88.3,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-27,field_out,FC,90.5,62.8,59.0,0.0,0.0,0.0,1.0,0.007,0.008,0.008
Elly De La Cruz,2024-05-27,walk,SL,88.3,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-27,walk,SI,90.8,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-28,strikeout,FC,89.1,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-28,single,CH,83.7,90.9,-25.0,0.0,0.0,0.9,1.0,0.102,0.099,0.106
Elly De La Cruz,2024-05-28,field_out,CH,84.3,77.5,34.0,0.0,0.0,0.0,1.0,0.131,0.124,0.177
Elly De La Cruz,2024-05-28,field_out,CH,83.3,79.1,27.0,0.0,0.0,0.0,1.0,0.253,0.268,0.331
Elly De La Cruz,2024-05-29,field_out,FF,93.7,43.8,-67.0,0.0,0.0,0.0,1.0,0.26,0.26,0.267
Elly De La Cruz,2024-05-29,single,SI,95.2,82.3,18.0,0.0,0.0,0.9,1.0,0.941,0.979,1.14
Elly De La Cruz,2024-05-29,force_out,SL,87.9,90.8,-6.0,0.0,0.0,0.0,1.0,0.249,0.27,0.374
Elly De La Cruz,2024-05-29,strikeout,FF,95.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-29,single,FF,92.7,99.7,-9.0,1.0,0.0,0.9,1.0,0.287,0.312,0.319
Elly De La Cruz,2024-05-31,strikeout,CU,79.4,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-31,strikeout,CU,74.7,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-05-31,field_out,FF,92.0,97.2,35.0,1.0,0.0,0.0,1.0,0.44075,0.225,0.865
Elly De La Cruz,2024-05-31,walk,KC,80.4,,,,,0.7,1.0,0.689131,,
Elly De La Cruz,2024-05-31,strikeout,FF,93.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-06-01,force_out,FF,90.9,59.9,-22.0,0.0,0.0,0.0,1.0,0.067,0.057,0.064
Elly De La Cruz,2024-06-01,field_out,SL,81.6,94.7,44.0,0.0,0.0,0.0,1.0,0.006,0.005,0.014
Elly De La Cruz,2024-06-01,strikeout,ST,81.9,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-06-01,field_out,FC,89.8,102.5,19.0,1.0,0.0,0.0,1.0,0.629,0.401,1.137
Elly De La Cruz,2024-06-01,strikeout,FF,92.5,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-06-02,strikeout,KC,87.7,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-06-02,field_out,CH,81.3,83.6,33.0,0.0,0.0,0.0,1.0,0.012,0.013,0.016
Elly De La Cruz,2024-06-02,strikeout,KC,86.2,,,,,0.0,1.0,0.0,,
Elly De La Cruz,2024-06-02,strikeout,FF,88.6,,,,,0.0,1.0,0.0,,
